timestamp,counter,esc_count,esc_connectiontype,_padding0[0],_padding0[1],_padding0[2],_padding0[3],esc[0].timestamp,esc[0].esc_errorcount,esc[0].esc_rpm,esc[0].esc_voltage,esc[0].esc_current,esc[0].esc_temperature,esc[0].esc_setpoint,esc[0].esc_setpoint_raw,esc[0].esc_address,esc[0].esc_version,esc[0].esc_state,esc[0].esc_vendor,esc[0]._padding0[0],esc[0]._padding0[1],esc[0]._padding0[2],esc[0]._padding0[3],esc[0]._padding0[4],esc[0]._padding0[5],esc[0]._padding0[6],esc[1].timestamp,esc[1].esc_errorcount,esc[1].esc_rpm,esc[1].esc_voltage,esc[1].esc_current,esc[1].esc_temperature,esc[1].esc_setpoint,esc[1].esc_setpoint_raw,esc[1].esc_address,esc[1].esc_version,esc[1].esc_state,esc[1].esc_vendor,esc[1]._padding0[0],esc[1]._padding0[1],esc[1]._padding0[2],esc[1]._padding0[3],esc[1]._padding0[4],esc[1]._padding0[5],esc[1]._padding0[6],esc[2].timestamp,esc[2].esc_errorcount,esc[2].esc_rpm,esc[2].esc_voltage,esc[2].esc_current,esc[2].esc_temperature,esc[2].esc_setpoint,esc[2].esc_setpoint_raw,esc[2].esc_address,esc[2].esc_version,esc[2].esc_state,esc[2].esc_vendor,esc[2]._padding0[0],esc[2]._padding0[1],esc[2]._padding0[2],esc[2]._padding0[3],esc[2]._padding0[4],esc[2]._padding0[5],esc[2]._padding0[6],esc[3].timestamp,esc[3].esc_errorcount,esc[3].esc_rpm,esc[3].esc_voltage,esc[3].esc_current,esc[3].esc_temperature,esc[3].esc_setpoint,esc[3].esc_setpoint_raw,esc[3].esc_address,esc[3].esc_version,esc[3].esc_state,esc[3].esc_vendor,esc[3]._padding0[0],esc[3]._padding0[1],esc[3]._padding0[2],esc[3]._padding0[3],esc[3]._padding0[4],esc[3]._padding0[5],esc[3]._padding0[6],esc[4].timestamp,esc[4].esc_errorcount,esc[4].esc_rpm,esc[4].esc_voltage,esc[4].esc_current,esc[4].esc_temperature,esc[4].esc_setpoint,esc[4].esc_setpoint_raw,esc[4].esc_address,esc[4].esc_version,esc[4].esc_state,esc[4].esc_vendor,esc[4]._padding0[0],esc[4]._padding0[1],esc[4]._padding0[2],esc[4]._padding0[3],esc[4]._padding0[4],esc[4]._padding0[5],esc[4]._padding0[6],esc[5].timestamp,esc[5].esc_errorcount,esc[5].esc_rpm,esc[5].esc_voltage,esc[5].esc_current,esc[5].esc_temperature,esc[5].esc_setpoint,esc[5].esc_setpoint_raw,esc[5].esc_address,esc[5].esc_version,esc[5].esc_state,esc[5].esc_vendor,esc[5]._padding0[0],esc[5]._padding0[1],esc[5]._padding0[2],esc[5]._padding0[3],esc[5]._padding0[4],esc[5]._padding0[5],esc[5]._padding0[6],esc[6].timestamp,esc[6].esc_errorcount,esc[6].esc_rpm,esc[6].esc_voltage,esc[6].esc_current,esc[6].esc_temperature,esc[6].esc_setpoint,esc[6].esc_setpoint_raw,esc[6].esc_address,esc[6].esc_version,esc[6].esc_state,esc[6].esc_vendor,esc[6]._padding0[0],esc[6]._padding0[1],esc[6]._padding0[2],esc[6]._padding0[3],esc[6]._padding0[4],esc[6]._padding0[5],esc[6]._padding0[6],esc[7].timestamp,esc[7].esc_errorcount,esc[7].esc_rpm,esc[7].esc_voltage,esc[7].esc_current,esc[7].esc_temperature,esc[7].esc_setpoint,esc[7].esc_setpoint_raw,esc[7].esc_address,esc[7].esc_version,esc[7].esc_state,esc[7].esc_vendor,esc[7]._padding0[0],esc[7]._padding0[1],esc[7]._padding0[2],esc[7]._padding0[3],esc[7]._padding0[4],esc[7]._padding0[5],esc[7]._padding0[6]
220698809,56266,4,1,0,0,0,0,0,0,2451,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2052,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3221,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2782,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
220951527,56340,4,1,0,0,0,0,0,0,2451,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2052,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3221,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2782,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
221204437,56413,4,1,0,0,0,0,0,0,2451,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2052,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3221,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2782,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
221453232,56485,4,1,0,0,0,0,0,0,2451,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2052,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3221,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2782,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
221705926,56559,4,1,0,0,0,0,0,0,2451,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2052,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3221,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2782,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
221959362,56634,4,1,0,0,0,0,0,0,2451,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2052,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3221,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2782,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
222210819,56708,4,1,0,0,0,0,0,0,2451,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2052,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3221,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2782,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
222463628,56783,4,1,0,0,0,0,0,0,2451,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2052,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3221,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2782,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
222716433,56857,4,1,0,0,0,0,0,0,2451,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2052,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3221,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2782,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
222965167,56930,4,1,0,0,0,0,0,0,2451,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2052,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3221,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2782,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
223218011,57005,4,1,0,0,0,0,0,0,2451,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2052,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3221,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2782,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
223470727,57079,4,1,0,0,0,0,0,0,2451,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2052,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3221,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2782,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
223722726,57154,4,1,0,0,0,0,0,0,2451,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2052,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3221,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2782,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
223975527,57226,4,1,0,0,0,0,0,0,2451,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2052,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3221,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2782,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
224228425,57299,4,1,0,0,0,0,0,0,2451,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2052,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3221,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2782,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
224477142,57372,4,1,0,0,0,0,0,0,2451,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2052,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3221,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2782,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
224729932,57447,4,1,0,0,0,0,0,0,2451,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2052,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3221,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2782,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
224982809,57521,4,1,0,0,0,0,0,0,2451,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2052,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3221,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2782,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
225235621,57595,4,1,0,0,0,0,0,0,2451,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2052,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3221,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2782,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
225487610,57667,4,1,0,0,0,0,0,0,2451,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2052,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3221,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2782,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
225741784,57742,4,1,0,0,0,0,0,0,2451,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2052,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3221,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2782,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
225989239,57815,4,1,0,0,0,0,0,0,2451,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2052,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3221,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2782,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
226242017,57889,4,1,0,0,0,0,0,0,2451,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2052,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3221,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2782,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
226494819,57964,4,1,0,0,0,0,0,0,2451,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2052,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3221,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2782,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
226747610,58038,4,1,0,0,0,0,0,0,2451,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2052,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3221,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2782,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
227000434,58112,4,1,0,0,0,0,0,0,2451,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2052,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3221,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2782,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
227249222,58185,4,1,0,0,0,0,0,0,2451,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2052,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3221,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2782,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
227502273,58257,4,1,0,0,0,0,0,0,2451,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2052,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3221,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2782,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
227754027,58331,4,1,0,0,0,0,0,0,2451,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2052,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3221,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2782,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
228007694,58406,4,1,0,0,0,0,0,0,2451,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2052,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3221,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2782,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
228259608,58479,4,1,0,0,0,0,0,0,2451,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2052,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3221,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2782,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
